2024-11-05 21:32:55,836 - Starting scraping of 1127 games
2024-11-05 22:58:08,067 - Game 716657 already scraped, skipping.
2024-11-05 22:58:08,067 - Game 716656 already scraped, skipping.
2024-11-05 22:58:08,067 - Game 716664 already scraped, skipping.
2024-11-05 22:58:08,067 - Game 716655 already scraped, skipping.
2024-11-05 22:58:08,067 - Game 716658 already scraped, skipping.
2024-11-05 22:58:08,067 - Game 716654 already scraped, skipping.
2024-11-05 22:58:08,068 - Game 716659 already scraped, skipping.
2024-11-05 22:58:08,068 - Game 716633 already scraped, skipping.
2024-11-05 22:58:08,068 - Game 716640 already scraped, skipping.
2024-11-05 22:58:08,068 - Game 716641 already scraped, skipping.
2024-11-05 22:58:08,068 - Game 716644 already scraped, skipping.
2024-11-05 22:58:08,068 - Game 716638 already scraped, skipping.
2024-11-05 22:58:08,068 - Game 716634 already scraped, skipping.
2024-11-05 22:58:08,068 - Game 716647 already scraped, skipping.
2024-11-05 22:58:08,069 - Game 716643 already scraped, skipping.
2024-11-05 22:58:08,069 - Game 716637 already scraped, skipping.
2024-11-05 22:58:08,069 - Game 716645 already scraped, skipping.
2024-11-05 22:58:08,069 - Game 716652 already scraped, skipping.
2024-11-05 22:58:08,069 - Game 716642 already scraped, skipping.
2024-11-05 22:58:08,069 - Game 716648 already scraped, skipping.
2024-11-05 22:58:08,069 - Game 716639 already scraped, skipping.
2024-11-05 22:58:08,070 - Game 716646 already scraped, skipping.
2024-11-05 22:58:08,070 - Game 716624 already scraped, skipping.
2024-11-05 22:58:08,070 - Game 716630 already scraped, skipping.
2024-11-05 22:58:08,070 - Game 716626 already scraped, skipping.
2024-11-05 22:58:08,070 - Game 716622 already scraped, skipping.
2024-11-05 22:58:08,070 - Game 716632 already scraped, skipping.
2024-11-05 22:58:08,071 - Game 716623 already scraped, skipping.
2024-11-05 22:58:08,071 - Game 716627 already scraped, skipping.
2024-11-05 22:58:08,071 - Game 716636 already scraped, skipping.
2024-11-05 22:58:08,071 - Game 716590 already scraped, skipping.
2024-11-05 22:58:08,071 - Game 717664 already scraped, skipping.
2024-11-05 22:58:08,071 - Game 716635 already scraped, skipping.
2024-11-05 22:58:08,071 - Game 716625 already scraped, skipping.
2024-11-05 22:58:08,071 - Game 716629 already scraped, skipping.
2024-11-05 22:58:08,071 - Game 716614 already scraped, skipping.
2024-11-05 22:58:08,072 - Game 716616 already scraped, skipping.
2024-11-05 22:58:08,072 - Game 716610 already scraped, skipping.
2024-11-05 22:58:08,072 - Game 716608 already scraped, skipping.
2024-11-05 22:58:08,072 - Game 716619 already scraped, skipping.
2024-11-05 22:58:08,072 - Game 716606 already scraped, skipping.
2024-11-05 22:58:08,072 - Game 716615 already scraped, skipping.
2024-11-05 22:58:08,072 - Game 716621 already scraped, skipping.
2024-11-05 22:58:08,072 - Game 716618 already scraped, skipping.
2024-11-05 22:58:08,073 - Game 716620 already scraped, skipping.
2024-11-05 22:58:08,073 - Game 716612 already scraped, skipping.
2024-11-05 22:58:08,073 - Game 716628 already scraped, skipping.
2024-11-05 22:58:08,073 - Game 716609 already scraped, skipping.
2024-11-05 22:58:08,073 - Game 716617 already scraped, skipping.
2024-11-05 22:58:08,073 - Game 716613 already scraped, skipping.
2024-11-05 22:58:08,073 - Game 716611 already scraped, skipping.
2024-11-05 22:58:08,074 - Game 716631 already scraped, skipping.
2024-11-05 22:58:08,074 - Game 716596 already scraped, skipping.
2024-11-05 22:58:08,074 - Game 716594 already scraped, skipping.
2024-11-05 22:58:08,074 - Game 716592 already scraped, skipping.
2024-11-05 22:58:08,074 - Game 716589 already scraped, skipping.
2024-11-05 22:58:08,074 - Game 716605 already scraped, skipping.
2024-11-05 22:58:08,074 - Game 716602 already scraped, skipping.
2024-11-05 22:58:08,075 - Game 716595 already scraped, skipping.
2024-11-05 22:58:08,075 - Game 716604 already scraped, skipping.
2024-11-05 22:58:08,075 - Game 716603 already scraped, skipping.
2024-11-05 22:58:08,075 - Game 716600 already scraped, skipping.
2024-11-05 22:58:08,075 - Game 716599 already scraped, skipping.
2024-11-05 22:58:08,075 - Game 716601 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716607 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716598 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716587 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716585 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716588 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716586 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716591 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716593 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716597 already scraped, skipping.
2024-11-05 22:58:08,076 - Game 716584 already scraped, skipping.
2024-11-05 22:58:08,077 - Game 716580 already scraped, skipping.
2024-11-05 22:58:08,077 - Game 716570 already scraped, skipping.
2024-11-05 22:58:08,077 - Game 716569 already scraped, skipping.
2024-11-05 22:58:08,077 - Game 716576 already scraped, skipping.
2024-11-05 22:58:08,077 - Game 716578 already scraped, skipping.
2024-11-05 22:58:08,077 - Game 716572 already scraped, skipping.
2024-11-05 22:58:08,078 - Game 716567 already scraped, skipping.
2024-11-05 22:58:08,078 - Game 716575 already scraped, skipping.
2024-11-05 22:58:08,078 - Game 716568 already scraped, skipping.
2024-11-05 22:58:08,078 - Game 716582 already scraped, skipping.
2024-11-05 22:58:08,078 - Game 716574 already scraped, skipping.
2024-11-05 22:58:08,078 - Game 716583 already scraped, skipping.
2024-11-05 22:58:08,078 - Game 716579 already scraped, skipping.
2024-11-05 22:58:08,079 - Game 716571 already scraped, skipping.
2024-11-05 22:58:08,079 - Game 716577 already scraped, skipping.
2024-11-05 22:58:08,079 - Game 716573 already scraped, skipping.
2024-11-05 22:58:08,079 - Game 716554 already scraped, skipping.
2024-11-05 22:58:08,080 - Game 716564 already scraped, skipping.
2024-11-05 22:58:08,080 - Game 716566 already scraped, skipping.
2024-11-05 22:58:08,080 - Game 716559 already scraped, skipping.
2024-11-05 22:58:08,080 - Game 716557 already scraped, skipping.
2024-11-05 22:58:08,080 - Game 716558 already scraped, skipping.
2024-11-05 22:58:08,080 - Game 716562 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716552 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716565 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716555 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716561 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716563 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716550 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716581 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716560 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716556 already scraped, skipping.
2024-11-05 22:58:08,081 - Game 716544 already scraped, skipping.
2024-11-05 22:58:08,082 - Game 716538 already scraped, skipping.
2024-11-05 22:58:08,082 - Game 716548 already scraped, skipping.
2024-11-05 22:58:08,082 - Game 716543 already scraped, skipping.
2024-11-05 22:58:08,082 - Game 716541 already scraped, skipping.
2024-11-05 22:58:08,082 - Game 716536 already scraped, skipping.
2024-11-05 22:58:08,082 - Game 716549 already scraped, skipping.
2024-11-05 22:58:08,082 - Game 716537 already scraped, skipping.
2024-11-05 22:58:08,082 - Game 716546 already scraped, skipping.
2024-11-05 22:58:08,083 - Game 716545 already scraped, skipping.
2024-11-05 22:58:08,083 - Game 716553 already scraped, skipping.
2024-11-05 22:58:08,083 - Game 716551 already scraped, skipping.
2024-11-05 22:58:08,083 - Game 716540 already scraped, skipping.
2024-11-05 22:58:08,083 - Game 716547 already scraped, skipping.
2024-11-05 22:58:08,083 - Game 716542 already scraped, skipping.
2024-11-05 22:58:08,084 - Game 716530 already scraped, skipping.
2024-11-05 22:58:08,084 - Game 716527 already scraped, skipping.
2024-11-05 22:58:08,084 - Game 716532 already scraped, skipping.
2024-11-05 22:58:08,084 - Game 716531 already scraped, skipping.
2024-11-05 22:58:08,084 - Game 716528 already scraped, skipping.
2024-11-05 22:58:08,084 - Game 716535 already scraped, skipping.
2024-11-05 22:58:08,084 - Game 716539 already scraped, skipping.
2024-11-05 22:58:08,085 - Game 716526 already scraped, skipping.
2024-11-05 22:58:08,085 - Game 716533 already scraped, skipping.
2024-11-05 22:58:08,085 - Game 716534 already scraped, skipping.
2024-11-05 22:58:08,086 - Game 716529 already scraped, skipping.
2024-11-05 22:58:08,086 - Game 716514 already scraped, skipping.
2024-11-05 22:58:08,086 - Game 716512 already scraped, skipping.
2024-11-05 22:58:08,086 - Game 716521 already scraped, skipping.
2024-11-05 22:58:08,086 - Game 716515 already scraped, skipping.
2024-11-05 22:58:08,087 - Game 716518 already scraped, skipping.
2024-11-05 22:58:08,087 - Game 716511 already scraped, skipping.
2024-11-05 22:58:08,087 - Game 716510 already scraped, skipping.
2024-11-05 22:58:08,087 - Game 716523 already scraped, skipping.
2024-11-05 22:58:08,088 - Game 716525 already scraped, skipping.
2024-11-05 22:58:08,088 - Game 716516 already scraped, skipping.
2024-11-05 22:58:08,092 - Game 716519 already scraped, skipping.
2024-11-05 22:58:08,092 - Game 716524 already scraped, skipping.
2024-11-05 22:58:08,092 - Game 716522 already scraped, skipping.
2024-11-05 22:58:08,093 - Game 716517 already scraped, skipping.
2024-11-05 22:58:08,093 - Game 716520 already scraped, skipping.
2024-11-05 22:58:08,093 - Game 716508 already scraped, skipping.
2024-11-05 22:58:08,093 - Game 716504 already scraped, skipping.
2024-11-05 22:58:08,093 - Game 716509 already scraped, skipping.
2024-11-05 22:58:08,093 - Game 716495 already scraped, skipping.
2024-11-05 22:58:08,093 - Game 716497 already scraped, skipping.
2024-11-05 22:58:08,093 - Game 716499 already scraped, skipping.
2024-11-05 22:58:08,094 - Game 716494 already scraped, skipping.
2024-11-05 22:58:08,094 - Game 716503 already scraped, skipping.
2024-11-05 22:58:08,094 - Game 716513 already scraped, skipping.
2024-11-05 22:58:08,094 - Game 716500 already scraped, skipping.
2024-11-05 22:58:08,094 - Game 716507 already scraped, skipping.
2024-11-05 22:58:08,094 - Game 716501 already scraped, skipping.
2024-11-05 22:58:08,094 - Game 716506 already scraped, skipping.
2024-11-05 22:58:08,094 - Game 716505 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716502 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716488 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716491 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716493 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716484 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716489 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716496 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716490 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716498 already scraped, skipping.
2024-11-05 22:58:08,095 - Game 716492 already scraped, skipping.
2024-11-05 22:58:08,098 - Game 716473 already scraped, skipping.
2024-11-05 22:58:08,099 - Game 716472 already scraped, skipping.
2024-11-05 22:58:08,099 - Game 716486 already scraped, skipping.
2024-11-05 22:58:08,099 - Game 716474 already scraped, skipping.
2024-11-05 22:58:08,100 - Game 716483 already scraped, skipping.
2024-11-05 22:58:08,100 - Game 716482 already scraped, skipping.
2024-11-05 22:58:08,100 - Game 716485 already scraped, skipping.
2024-11-05 22:58:08,100 - Game 716476 already scraped, skipping.
2024-11-05 22:58:08,100 - Game 716481 already scraped, skipping.
2024-11-05 22:58:08,100 - Game 716477 already scraped, skipping.
2024-11-05 22:58:08,101 - Game 716479 already scraped, skipping.
2024-11-05 22:58:08,101 - Game 716478 already scraped, skipping.
2024-11-05 22:58:08,101 - Game 716487 already scraped, skipping.
2024-11-05 22:58:08,103 - Game 716475 already scraped, skipping.
2024-11-05 22:58:08,103 - Game 716480 already scraped, skipping.
2024-11-05 22:58:08,103 - Game 716455 already scraped, skipping.
2024-11-05 22:58:08,103 - Game 716470 already scraped, skipping.
2024-11-05 22:58:08,103 - Game 716469 already scraped, skipping.
2024-11-05 22:58:08,103 - Game 716456 already scraped, skipping.
2024-11-05 22:58:08,104 - Game 716464 already scraped, skipping.
2024-11-05 22:58:08,105 - Game 716460 already scraped, skipping.
2024-11-05 22:58:08,105 - Game 716457 already scraped, skipping.
2024-11-05 22:58:08,106 - Game 716466 already scraped, skipping.
2024-11-05 22:58:08,106 - Game 716461 already scraped, skipping.
2024-11-05 22:58:08,106 - Game 716463 already scraped, skipping.
2024-11-05 22:58:08,106 - Game 716468 already scraped, skipping.
2024-11-05 22:58:08,106 - Game 716462 already scraped, skipping.
2024-11-05 22:58:08,106 - Game 716465 already scraped, skipping.
2024-11-05 22:58:08,106 - Game 716448 already scraped, skipping.
2024-11-05 22:58:08,107 - Game 716442 already scraped, skipping.
2024-11-05 22:58:08,107 - Game 716449 already scraped, skipping.
2024-11-05 22:58:08,107 - Game 716439 already scraped, skipping.
2024-11-05 22:58:08,108 - Game 716450 already scraped, skipping.
2024-11-05 22:58:08,108 - Game 716447 already scraped, skipping.
2024-11-05 22:58:08,108 - Game 716459 already scraped, skipping.
2024-11-05 22:58:08,108 - Game 716467 already scraped, skipping.
2024-11-05 22:58:08,108 - Game 716444 already scraped, skipping.
2024-11-05 22:58:08,108 - Game 716454 already scraped, skipping.
2024-11-05 22:58:08,108 - Game 716446 already scraped, skipping.
2024-11-05 22:58:08,109 - Game 716452 already scraped, skipping.
2024-11-05 22:58:08,109 - Game 716451 already scraped, skipping.
2024-11-05 22:58:08,109 - Game 716445 already scraped, skipping.
2024-11-05 22:58:08,109 - Game 716458 already scraped, skipping.
2024-11-05 22:58:08,109 - Game 716440 already scraped, skipping.
2024-11-05 22:58:08,109 - Game 716441 already scraped, skipping.
2024-11-05 22:58:08,109 - Game 716436 already scraped, skipping.
2024-11-05 22:58:08,110 - Game 716471 already scraped, skipping.
2024-11-05 22:58:08,110 - Game 716422 already scraped, skipping.
2024-11-05 22:58:08,110 - Game 716431 already scraped, skipping.
2024-11-05 22:58:08,110 - Game 716429 already scraped, skipping.
2024-11-05 22:58:08,110 - Game 716423 already scraped, skipping.
2024-11-05 22:58:08,110 - Game 716437 already scraped, skipping.
2024-11-05 22:58:08,111 - Game 716435 already scraped, skipping.
2024-11-05 22:58:08,112 - Game 716425 already scraped, skipping.
2024-11-05 22:58:08,112 - Game 716434 already scraped, skipping.
2024-11-05 22:58:08,112 - Game 716432 already scraped, skipping.
2024-11-05 22:58:08,113 - Game 716428 already scraped, skipping.
2024-11-05 22:58:08,113 - Game 716424 already scraped, skipping.
2024-11-05 22:58:08,114 - Game 716438 already scraped, skipping.
2024-11-05 22:58:08,114 - Game 716433 already scraped, skipping.
2024-11-05 22:58:08,114 - Game 716421 already scraped, skipping.
2024-11-05 22:58:08,114 - Game 716427 already scraped, skipping.
2024-11-05 22:58:08,115 - Game 716420 already scraped, skipping.
2024-11-05 22:58:08,115 - Game 716413 already scraped, skipping.
2024-11-05 22:58:08,115 - Game 716412 already scraped, skipping.
2024-11-05 22:58:08,115 - Game 716408 already scraped, skipping.
2024-11-05 22:58:08,115 - Game 716426 already scraped, skipping.
2024-11-05 22:58:08,115 - Game 716418 already scraped, skipping.
2024-11-05 22:58:08,115 - Game 716407 already scraped, skipping.
2024-11-05 22:58:08,115 - Game 716411 already scraped, skipping.
2024-11-05 22:58:08,116 - Game 716430 already scraped, skipping.
2024-11-05 22:58:08,116 - Game 716416 already scraped, skipping.
2024-11-05 22:58:08,116 - Game 716415 already scraped, skipping.
2024-11-05 22:58:08,117 - Game 716419 already scraped, skipping.
2024-11-05 22:58:08,117 - Game 716406 already scraped, skipping.
2024-11-05 22:58:08,117 - Game 716414 already scraped, skipping.
2024-11-05 22:58:08,117 - Game 716410 already scraped, skipping.
2024-11-05 22:58:08,117 - Game 716417 already scraped, skipping.
2024-11-05 22:58:08,117 - Game 716403 already scraped, skipping.
2024-11-05 22:58:08,118 - Game 716399 already scraped, skipping.
2024-11-05 22:58:08,118 - Game 716396 already scraped, skipping.
2024-11-05 22:58:08,118 - Game 716397 already scraped, skipping.
2024-11-05 22:58:08,118 - Game 716402 already scraped, skipping.
2024-11-05 22:58:08,118 - Game 716409 already scraped, skipping.
2024-11-05 22:58:08,118 - Game 716405 already scraped, skipping.
2024-11-05 22:58:08,119 - Game 716401 already scraped, skipping.
2024-11-05 22:58:08,119 - Game 716400 already scraped, skipping.
2024-11-05 22:58:08,119 - Game 716443 already scraped, skipping.
2024-11-05 22:58:08,119 - Game 716386 already scraped, skipping.
2024-11-05 22:58:08,119 - Game 716392 already scraped, skipping.
2024-11-05 22:58:08,120 - Game 716394 already scraped, skipping.
2024-11-05 22:58:08,120 - Game 716385 already scraped, skipping.
2024-11-05 22:58:08,120 - Game 716388 already scraped, skipping.
2024-11-05 22:58:08,120 - Game 716384 already scraped, skipping.
2024-11-05 22:58:08,121 - Game 716382 already scraped, skipping.
2024-11-05 22:58:08,122 - Game 716379 already scraped, skipping.
2024-11-05 22:58:08,122 - Game 716390 already scraped, skipping.
2024-11-05 22:58:08,122 - Game 716398 already scraped, skipping.
2024-11-05 22:58:08,122 - Game 716387 already scraped, skipping.
2024-11-05 22:58:08,123 - Game 716389 already scraped, skipping.
2024-11-05 22:58:08,123 - Game 716395 already scraped, skipping.
2024-11-05 22:58:08,123 - Game 716391 already scraped, skipping.
2024-11-05 22:58:08,123 - Game 716371 already scraped, skipping.
2024-11-05 22:58:08,123 - Game 716383 already scraped, skipping.
2024-11-05 22:58:08,123 - Game 716369 already scraped, skipping.
2024-11-05 22:58:08,124 - Game 716373 already scraped, skipping.
2024-11-05 22:58:08,124 - Game 716372 already scraped, skipping.
2024-11-05 22:58:08,124 - Game 716370 already scraped, skipping.
2024-11-05 22:58:08,124 - Game 716381 already scraped, skipping.
2024-11-05 22:58:08,124 - Game 716366 already scraped, skipping.
2024-11-05 22:58:08,124 - Game 716376 already scraped, skipping.
2024-11-05 22:58:08,124 - Game 716393 already scraped, skipping.
2024-11-05 22:58:08,125 - Game 716377 already scraped, skipping.
2024-11-05 22:58:08,126 - Game 716378 already scraped, skipping.
2024-11-05 22:58:08,126 - Game 716368 already scraped, skipping.
2024-11-05 22:58:08,126 - Game 716375 already scraped, skipping.
2024-11-05 22:58:08,127 - Game 716380 already scraped, skipping.
2024-11-05 22:58:08,127 - Game 716374 already scraped, skipping.
2024-11-05 22:58:08,127 - Game 716365 already scraped, skipping.
2024-11-05 22:58:08,128 - Game 716357 already scraped, skipping.
2024-11-05 22:58:08,128 - Game 716354 already scraped, skipping.
2024-11-05 22:58:08,128 - Game 716364 already scraped, skipping.
2024-11-05 22:58:08,129 - Game 716353 already scraped, skipping.
2024-11-05 22:58:31,720 - Game 716358 scraped successfully in 23.59 seconds
2024-11-05 22:58:48,515 - Game 716363 scraped successfully in 15.79 seconds
2024-11-05 22:59:03,643 - Game 716360 scraped successfully in 14.11 seconds
2024-11-05 22:59:20,365 - Game 716355 scraped successfully in 15.71 seconds
2024-11-05 22:59:39,003 - Game 716367 scraped successfully in 17.62 seconds
2024-11-05 22:59:56,796 - Game 716362 scraped successfully in 16.79 seconds
2024-11-05 23:00:15,282 - Game 716359 scraped successfully in 17.48 seconds
2024-11-05 23:00:27,830 - Game 716352 scraped successfully in 11.55 seconds
2024-11-05 23:00:39,880 - Game 716361 scraped successfully in 11.05 seconds
2024-11-05 23:00:53,182 - Game 716356 scraped successfully in 12.29 seconds
