Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Single,False,1,Top,1,0,0,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Grounded Into DP,False,1,Top,2,0,0,,,677800,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Groundout,False,1,Top,3,0,2,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Flyout,False,1,Bot,4,0,0,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Strikeout,False,1,Bot,5,0,1,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Walk,False,1,Bot,6,0,2,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Strikeout,False,1,Bot,7,0,2,,,665489,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Flyout,False,2,Top,8,0,0,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Groundout,False,2,Top,9,0,1,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Lineout,False,2,Top,10,0,2,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Lineout,False,2,Bot,11,0,0,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Strikeout,False,2,Bot,12,0,1,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Strikeout,False,2,Bot,13,0,2,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Pop Out,False,3,Top,14,0,0,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Flyout,False,3,Top,15,0,1,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Strikeout,False,3,Top,16,0,2,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Groundout,False,3,Bot,17,0,0,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Strikeout,False,3,Bot,18,0,1,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Lineout,False,3,Bot,19,0,2,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Flyout,False,4,Top,20,0,0,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Lineout,False,4,Top,21,0,1,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Game Advisory,False,4,Top,22,0,2,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Single,False,4,Top,22,0,2,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Strikeout,False,4,Top,23,0,2,,,457759,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
Groundout,False,4,Bot,24,0,0,,,,605135,519242,543807,677800,666182,646240,665489,457759,676914,657077,669289,594807,593160,807799,656305,596115,672386,649966,595281,657136,676914,807799,672386,657136,665489,457759,669289,649966,656305,646240,666182,596115,593160,594807,595281,677800,543807,657077
